Name,Logo,Site,Funding Rounds,Location(s),Notes
Core Innovation Capital,nos4iyqwuz9sgpmmcegh.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/GvnU5WO8knQGxyPNkELbOQ/kj6c8F22WXjFNBt74jcokkH6yNlOgfMPgo-wtrDGDIeFEpOq0o2JFxUPWYYuzE0IwQRF5lIur_xT_isxXIrMnNDq7Fx0QjigocQ8y13hzX2xfBfL9oWhSJcN6PSf3_Ay/Lc7Im5w3KxlV9h8B7y6MGkxFRKos3VvM1BQbPHxOdbw),http://www.corevc.com/,Core Innovation Capital I,"""New York, NY""",
Correlation Ventures,098b5d40b07e1324c4b92bfb8c8e052a.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/kNcTo1_zUEG8ICixFarhew/r3BffZQdW6uYdiy3CfCN3ZbIeL88Jh3ywkyv87tAPcHHzylah8pTj7m0dMQoL_jvKDcEEYtZBWUtfJL-ZoCCtqsOI7eYJeTvV3iwUBMYmjcXmyfINVy_KhEr5htpcy0A/dU_tROVLrtQDdxl0QmMrPMjuYhp2518YVWUe_6hurqk),http://correlationvc.com/,Correlation Ventures I,"""San Diego, CA""",
Costanoa Venture Capital,sjmqegstnfkohjv6oek9.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/IM_sBAZFyGABpuKAD2yupg/j8GOYO87VaDXscqljGEkf99vYwuPfEjXczZUNpPaK4aYxysNdVmkWFfBTc_xjwHkzFq10csgYimx1cYEkpe2UE792GrgG_Y0viDqaRNoW4o76ogyvgEpHRSozLPrIMq5/WM3XdZIU1pSJupMdLAMClI-3jENJ23wcNDpEjUIewXE),http://costanoavc.com/,"Costanoa Venture Capital I,Costanoa Venture Capital II",SF Bay Area/Silicon Valley,
Courtside Ventures,nnwhhshivlz7nczspfra.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/xGe8v7tQhuXXDatckBMrtA/FDKXg5IlOQk6baHpcM8VXQsWVjGQalfjxJyz9DFfESCVobYsCFZnEORFqmeFKAaherB3vX028p7E6wQD1ZjR_bMEbp_hQIjgNHpKX1YgESCtTijcaUuxVozaYK0Q3ylG/pgobwLWEBnThut3u2iLkkYECf7ZcZrI2eeGeFPaob8k),http://www.courtsidevc.com/,Courtside Ventures I,"""New York, NY"",Detroit",
Cowboy Ventures,fae13beab9fc463dcef42a43d9d4942f.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/brM-QwtXPwAgV0rdzOPsMQ/LYrpYVO1b2ks8ZVTBUxgUttTlfmvyIOmmLrnBYe-SErghEIKGj8CD3r48LtlEfeTlQO2go_sXslVDUBk9K1I8Daemy6wVey021NkrC7JOyA14vDFCk509ElroatB0wx3/R1guMPEHu7ilbbahT8LDzs-eCAIhY6fAj6g6R6gjZtQ),http://www.cowboy.vc/,"Cowboy Ventures II,Cowboy Ventures I",SF Bay Area/Silicon Valley,
Craftsman Capital Partners,vcin2nm4wyj8hoatbdri.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/7V-JWEgW62AWL9ckw1DE_w/a4Gs__Z6WLLlJtPqDvLE1tiR5nyAKdLJXEF_R4lHPrHzXVneOmPP34r-iEYz9DXPQJQUAe9YnposIBy_vU7bgevn8vJeu-AqCmZJqEMGuXcfzcpoVfWN6K-1_36Ph4uH/aBh0AzfPrGwX7c3P8DfZ4TF0HI4GFlBkyoLj4krgyY8),http://www.craftsmancapitalpartners.com/,Craftsman Capital Partners I,Dallas,
CrossCut Ventures,xm4intqnbaijzv5ennau.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/5PIDgTggK2wyvZ7_gZ-q4A/MXPFjqzMJTKQ0Zsr-P9JpYggt_xi8esl0kyX82XxTjlCa5522wZnaIXJsZjLOlVPn0wwaWNjUJdibx0yn2edqlGVdHIIjjD4lNIZpgDWQcTdvqRF_B_7jicUSsJH7GAr/5WbSm1749UV8seMG4GCeL2HY104gcN7zjVnHWyh0zuI),http://crosscutventures.com/,CrossCut Ventures III,Los Angeles,
Crosslink Capital,zptspfemah9nkpljm0mz.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/Ge1iBXktChH6mlpQEVDJgQ/pyAvlbtxuGWrKDoV38YctlDDEBCdFzKM2dLk6B3Ms3ninEbPq_e-VQIAp17jJuyt7vmeCELq7UCw2P2BHW8GQ8Xj-GMgYx3zDZmFSSk2T4McsEA424DDPdr97fsKVvsy/CM8pe8W9gNbAqZLgBY6Fy5oJivGh-hOStWRg6OImVT8),http://www.crosslinkcapital.com/,Crosslink Capital VII,SF Bay Area/Silicon Valley,
Crunchfund,z6ksg9sgoutkitsbvwdm.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/6EG7Fb8GfXSppB9bHZjKwQ/HqqGg7P7Thv50s9nkKxYxj22ilIRVFNn7UNsf2kVWE6TsqVGHZ_t0titV5g6i6yMQw2xBeLfzZJtem_udMxv9PFJHpnUNTRTF9HYrXWzcjI6Vm0WOLFMQfeuEwBLzY7P/DOs-k6elCGDgl_59kpxN1zOoLFrlirG4WfcwDPA8itg),http://crunchfund.com/,Crunchfund I,SF Bay Area/Silicon Valley,
Crystal Tech Fund,default_image_cb-e2471225359df18a02957cad1c97c684.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/VUB-N3NCTc9KW0Pdf_9hLw/fr19viq6klTOCIc4diGQWwPFnxEqbl6-HMEUckhxGdpVBzqSHXwCG9ZqcwcSjYTKLxY-YSa-Iotmn23Py0i1RTvQ50qQg_RwRWtKMOth4kfFDMlayksg2ZrULf_EsF05RwH42WaUvq9uJgvGttpGSQ/EUbvAlKS4J9CBi88i9HzCl1RFKkkxKpSjiCT3bqTJgk),http://www.crystalcity.org/,Crystal Tech Fund I,"""Washington, D.C.""",
Danhua Capital,ogij8v0mzf7l1e4gt8ti.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/PwR95_s1aUjDvEA424e-dA/-OJeYrEiNHL_NKx-IaSovLEwcsXv04z_SvhIcV6qmljAJBNBx9CUhpOdcTCodYMejyv7binPgZYjlZLXkWFcwVW6VM_7YzsLD7lY1ALUCWOI9pTBbLi31u9hq0e-UC3x/uBE8CtyM9ly0rel_fNI3roL4WJrst5c850BtSoxUJnM),http://www.danhuacap.com/,Danhua Capital I,SF Bay Area/Silicon Valley,
Data Collective,oerb3m0xdc6e2crgiy3x.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/D80eej_taxQ_A8nu5v3qzQ/_PdGELRTBc8TIYh9cOSQhdTPswNIE7oBVOE9k-h2ADmY2UcSltIcRJRFWEoMyA7Bq4Br2lnmEm2cJ8oBZfOmXIwYAPtCJmgeoNdSkn5G_mG9sc0nhi_qCNSSrMIGY-tn/DDiFBu2WO0Ff6gof2hC62D7S-KwkLpHt2N8xYZvNyRw),http://www.dcvc.com/,"Data Collective IV,Data Collective I,Data Collective III,Data Collective I",SF Bay Area/Silicon Valley,
Deep Fork Capital,c57638d4953426c4b2d3e8c82af259f3.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/nq3hYy-OzSRFU2NzekKcbw/XFI1wsc5tf-yAvwfCBvqhcZ8v5uM9HIMnV7FpVBkvRI6Gf63on8CGXrWijOFXk4B3wxNrRL4FRxi7YFcZp8AxmDP_U_hb0648djJnfphA6SGR0wPMTilfTzR5f6dt2xq/XaWeCI4duH5ChuH7WpkFsSVWdtaDKu8hzff4ZvR-bKI),http://www.deepforkcapital.com/,Deep Fork Capital II,"SF Bay Area/Silicon Valley,""New York, NY""",
Designer Fund,mpjiithjnvud5zfhnnlg.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/ipLrdPcyoi24aZYg2yte3Q/rvFksnUbdhzwiRmgpt46tSu_uW9F5FHNGfxGIbVKXemliQfOysY7bu5NrF4AYzbItCQZQgMvr29ZhagROufb4gTx5W931vH3hphtTahE64LJuVkSc2hOQn1Fx0RRpXeZ/g7yhZ5RQ5T76GIGAUSnwyHKlZu1Z8d84dWHb-Cys5O0),http://designerfund.com/,Designer Fund I,SF Bay Area/Silicon Valley,
DN Capital,9c968fac08dd53791219d3caccbc453b.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/mRuug5_ahE05uPE2GS9wSw/Y7PBYwIbOTeliKZCwEAB3ciwa9begXQUjkDKKe401J5Zp1UhVrlzDNwRMDQ8n-HfPzARYTWEuqU5IFJ04lrLPrjDjJU_1POg16iz5Rqy_YMvyiGqPFaJbHC01ZJ-tR1c/kqpDQrFrZ7RuOG5CmSMuu4rJRW73tdVPHN8-1fyChFE),http://dncapital.com/,DN Capital III,"SF Bay Area/Silicon Valley,London",
Draper Associates,ltlapqz9ek6ogthkjegj.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/oCiezGltxs_ohi8ZHnnoBA/QVlBBhqCKLJ_WJ1evHuQemJGL9RdwoBVMgR_2coAdUiewVD5XdJ8ltTOz6kN3cIGeuFzis6XFDgqhveTtxNisjHhsLEBNX5nTcaa56A0MjI8s34PStMQLDr_DJmd3eON/2FTg1A7BD9RIszelsUPqc_4zWqytF0-eGTu-3qX0afY),http://www.draper.vc/,"Draper Associates I,Draper Associates V",SF Bay Area/Silicon Valley,
Draper Nexus Ventures,68a5213c3b6f4ea380995e54850469fd.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/tm1N0_XFgT-lAWlahChIEw/EOr36M3pLAk36U6XCwS0K55Vdg5a-Vh_rsSapvSyGN71sX1KzlTEHeKjjYTQj3N-zh6wIzDQisvYgL0tW2bJNKoK6aLxiAnmjDGBI2KFnT9RxQig7VEOJjqQndaEibAF/bMI_K7NSAVs0tiNG5hi1SlbL_SPpYnbd-USFU-tQQAE),http://drapernexus.com/,Draper Nexus Ventures II,"Tokyo,SF Bay Area/Silicon Valley",
Dundee Venture Capital,lurg0eeflomijwqy8yvy.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/jjhoauALGrkAFSBppjjDag/izpKUCWS6xnKozBSdMBYLPP9n3e5JaHj9AKDoGecwwCkCFJ8mDCWZBsVlxVy29Ox91tn-Gvb6evqB_Hq0YtK9YDnMay6U8up3_kIl1hvMcz201aIyuBXihx37hsTu9QL/30rJwdwc9CNYQit3Yp6uWiyb5J4gqd663oBQ01znZho),http://www.dundeeventurecapital.com/,Dundee Venture Capital II,"""Omaha, NE""",
Earlybird Venture Capital,yy4jtqad5kplh0dccnko.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/gUGj9-GZSn97MtgHd7hXJA/Qkahw1jf5bm2QJxPPsNMQ6y1R48aJCwBey2w9oV39HT-sgCgPDv6JbFVX_CDY_fAD8fLF5fUz0VowthYppykrRZeJ1WOuyCZsqnYqX92T9cWcwZtBzt2xSgGR79mPYCO/PxfdO3JDvWW4_Erjw_R2ag3mzwpxJ75kSAQSXy3z7kc),http://earlybird.com/,Earlybird Venture Capital IV,Berlin,
EIS Angel Co-Investment,3f405dd27b6bea895c87c1fe1490c2b9.gif (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/UmhyBODBvNu9s7UoSnzgTg/a-lb56mOwPlDvxaYXjFZVUdsaZ5YWsPcrjaf4K2jk-kf4GJfWAthIfJa_efMet0Xp8AqA7pFEOTxkKBXzdomZlsYCAOMGvagdUdFW7iLWzynMJvmVwv0232TyfMS5Tns/TVSQXeYq9UkNDNZyvjeb9lj45Gsod7L0JKlmqQLpAv0),http://www.lbangels.co.uk/,EIS Angel Co-Investment II,London,
Elephant Partners,,http://elephantvc.com/,Elephant Partners I,"""New York, NY"",Boston/Cambridge",
Emergent Medical Partners,23d8aca39fdf57c4fb2fd303ac9530ef.gif (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/bo8NeqSZ5Kq5Y-LgVAmkAg/lyvIp-JyXTlINCKzJoyK5ERPOMBZco6XcCOiDjQgdehEsLDau1OE_97e3pUHmr4C1XLO48moufadLrCVNcxRX33W8xJVcfOsz4-m7VYruyEuizk1fdqmFr4m1gSB2df0/N_cN17ay4lhgA9Sg2VcUdCKekAIYjRjkk-SbY0UfbK8),http://www.emvllp.com/,Emergent Medical Partners I,SF Bay Area/Silicon Valley,
Engineering Capital,tvoltujc8zm2zr8npi7l.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/Ng2yoeBB5ttK_1rYQ5NoMA/xXbYZR0UqxDV4pk28XQAki7XFyplRjamTLlYtRl9DtKuDPY2lCbe7NZEKFIffKqpJMKEMlPV55EhtrP9CpLYDBvF4zdQ3hxmm3UhoRKY-CKUdu77xF3tzDs65IOIZu4h/_zN3P583B_CItGgLIuG3qFAK69VVW8zqyn5LpHg_aR8),http://www.engineeringcapital.com/,Engineering Capital I,SF Bay Area/Silicon Valley,
ENIAC Ventures,mjraop06ordaju8gtrb4.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/ayJlaCpRsOO0gDHO9pNxKA/NfNXKYBNHV0IGI22Wfyubp7irhcZHma53EvxMXMh-DJVSSYikqNFykIxBycamvejDj2m17Z5sudz7KuyNWpyxBFRw-Km7tVsGvvMFsg-kJRfic5IYXzqPPMadLiezHZF/9xaXHJv1s4lfqJcgoh6ZinR2iBV1qIrSm8lP1thYOkg),http://eniac.vc/,"ENIAC Ventures III,ENIAC Ventures II","""New York, NY""",
Expa,0677cb27a8e2930cac92bdf511f78ec2.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/OF5Y-VUO-ac3abTGwNLcuQ/QzBqvaXX-m3lQln6Y9cqS4pBE9mXkTh2uGp-LnONkaE8jHJvCw6jOhEgF-0yBvbvaEK2c40YtxegyUgnb0MEB_N84Y--ftK0nsUtNzjspxP6v2-TFw66DACi5ZjdT0G8/kvEV8eL7GLFgA1HhWVmEM_5mTuSspGTvQvi3ej5YtuA),http://www.expa.com/,Expa I,SF Bay Area/Silicon Valley,
Felicis Ventures,d9aqjy65hhsdpcqvstte.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/LYA98dnlEANLSIBxNwKiNQ/mf5aPsujdjgr1dXkdjwKjo1Onl9vxodJiGi38qcgC4gZrOBUfl74M-jNWrQX8qRM4cb0R22x8OFJhO3J9QQRMEGmHZhzmdA5i1JJoy7QxgV8CFtogN-tqMbmJjzf4LUe/iiOmmtNzIkGOxPVfhtLvJID-_n7OoUewOPEVMPPYwAo),http://www.felicis.com/,"Felicis Ventures V,Felicis Ventures IV,Felicis Ventures III",SF Bay Area/Silicon Valley,
Female Founders Fund (FCubed),pk2qkxqcryqvsrva8w6k.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/2A_voQHXgw5X-uu5qnny4w/L5rMa17ErBaGdcORXAQcImZ181yJtriQLaBkpUnPE9PYmEN6InOlft53-EJOz0ljzb0ySrsj1OGfnNXqxQiNkHGX8najQxKFhP_6MWuU1fa6EXwKPhhTYnWat8CwlXB1/_s8mS0mlAhqtc1zTaWio3lECXEVQJG5R7P05pg2tLTE),http://femalefoundersfund.com/,Female Founders Fund (FCubed) I,"""New York, NY""",
ff VC,oblhjodv4mesinvjjg3k.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/R2QQLXDQDazT_3PhhZozMw/Civ_Fz9urWS0clelkAQ7gRCi3qacXU_2UDoaKbPGpmcB2lrsetKSb1ZqLukucfeu68h66wNc3AUK4ja4Hc__73HMvA0I1Atc3RBd9UdwE-EHO7L3_-rtmjU9RklmjXcj/C_eOx-TsEvpqusltgLtt_EDJpue2r0Iw4jrdx0F8cC8),http://www.ffvc.com/,"ff VC III,ff VC III","""New York, NY""",
First Round Capital,qulwlsgonnklkvnhevze.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/LGvpEsEDMRAXjGoRsLxTcw/bQvs_2wbGviGljCHE5mFgCf21Hzo9Sk9e9mSg_-yzRT3UZwnJQlbb5DrVtfIIcN5HHxdjzXjJPyHCnRg4TEWDzuBiUpRDF-sV3O0dy--9tHMZVnybE2QJj7SIx9t-mBO/Dg8_PtIEXjoVAbLZFDXOAh4g54Zpsgy-Hg-eH4XCM3U),http://www.firstround.com/,"First Round Capital VI,First Round Capital V,First Round Capital IV","""New York, NY"",SF Bay Area/Silicon Valley,Philadelphia",
Floodgate,715caf16e22061514b2b37d53d656aa1.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/W_AVqIh2HJRE_gGaUDFVgA/MCZQlqBFvgrb8BruR6EnMmXfHDqRTab6TMNUE0REBMO_cBz2OxAlptooujFxXG1IYKAB8zfngCpN6aaHZN6xteN-qOlHSyw6IYFoF9A6AKVCGpSvylaLby3CYmE79RuF/WCzF43kSW0c4L_7pw4itubDPyFI-P52K1RhjqDoLc8M),http://www.floodgate.com/,Floodgate IV,SF Bay Area/Silicon Valley,
Forbion Capital Partners,914212cd24be1055fadd35d9cd816f13.gif (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/WFUKEr8lb7d5WWVHw1_3cQ/uf0zLFvwUhKtCug3iG3tENNEsHqWanYw3xjlVWyiEgbUbbb_2wr__kkItUqJfa6SpGvQGF5UZCC_2g2lksemQSFlKS2om8V9V0z6dacmxL8HQqnMqplC_DzIwb7DLtlJ/Hecbj9N6Eg1GF2mpZiOn8rJQfmb15LdGkuGzs7if3X0),http://www.forbion.com/,Forbion Capital Partners ,"""Naarden, The Netherlands""",
Forerunner Ventures,cc7c7aa5154176e50b3fafc400e2323b.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/hZjWtXxLaNc4ReYcGNyVjg/Q390L_vzmiRctOxygCypNO7WTBS0lqr9siA3Q9STEtbe_9uDwbTUVidj3A_Ba8zHS_gvVwgTVRKWFZIwVFjubngLXIrR7auJiLgFugO-OCbkR8mnwIt2HmnowsV01GV8/AlZU-llQQes7CzKt4Wi8hpgny9H71AtjbUCERGyddNw),http://forerunnerventures.com/,"Forerunner Ventures III,Forerunner Ventures II,Forerunner Ventures I",SF Bay Area/Silicon Valley,
Formation 8 hardware fund,ocbzej8xmbplps2qq3kh.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/4tNkTwppbN0sBq9bybWFtg/Dz7kpvjh5ElA6IGuDuc-tQWb2cb-27DMh6sQC6Vp5DbNoSGCKD3C1wg8wFS_Jaeu-7VfOVSigc47J9qx3JLxsg7Qa6hi3QfWPgC1MYFPL8jqkZkeWIrCKg2XwIa_VVgp/ffToL_dtXLaiDPy1nl9rgQ6TVhFVhxCn9cPcNLY9FhA),http://formation8.com/,Formation 8 hardware fund I,SF Bay Area/Silicon Valley,
Founders Circle,squarespace (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/iOhJGXKKArCIrUSlxGVyqg/bUlUtKFPub-DVktnfmQeBZn_Anvx_hFt-zc8M-0CP7OAwmWVE-cZTQ6SVaPack96pv3C46cWmUTG6kZbB6kjBD-lTanAptAUhdypSESX8VA/-1qvyIxnZJP0x-duCdxFXGf_M3HFKiaEtxI0GmAHrVo),http://www.founderscircle.com/,Founders Circle I,SF Bay Area/Silicon Valley,
Founder Collective,a44614ef903df9d1c336bdc0438fac78.gif (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/Pfl7HPPEcwEErIlarxobFA/qmDFqfqTzw_rAli_Kg-IAweINl33imzhzHAbSmJQaDsS4uxJ7YQFzWcO81otmSOotqWxnYrfFDRlBgGjrsoUKqp7dlfdjbA-xiBSaZ4k11ocIvCMZmoOZpSzaQJhxLCB/LxRwe8lGao6XiiNNZYnvzDDe4GHPzltWuLXcWxw7ygE),http://foundercollective.com/,Founder Collective II,"""New York, NY"",Boston/Cambridge",
Founders' Co-Op,ccc50d7eee6ec77ec8162ddb01771f59.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/l2-ioc9egHgfEU2jZzIquw/OIfAITEQ3eMlINQT4r4HyG1h7vRFPHZ1qLNUj6p_6ItenhiVhh160jiC8lcALDLchslwxrsb6MLs2PX2a9Vu39n0OnszpeIQrxgLeH2Niri5feC86tyAVeWRvEgtA9nz/T7I0tfrUhmCwK3Z45wx14MMD99g9ivtBBvxWtvlV_OI),http://www.founderscoop.com/,Founders' Co-Op II,Seattle,
Freestyle,8335ae4d68906f4fd11012d3ce701f4d.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/jqNdk8GNvj7OwWTX7-UQ1A/3xyL_R5Fz1CWfjYy86p0tUhzZVcO1Yb3NOmAoi-GsRlcehfWE7GPrGplwVaEmJoFm1HLBk3OZx4KjtQqwK5EvWTkivmsoTo36Ksc3ppqwsKK2pO_iVILEfwg1SdQXW2m/a1IsLoGt3WqY6UVi6JCAZfXm_oLrSbwRJyA9Yoso6g0),http://freestyle.vc/,"Freestyle III,Freestyle II,Freestyle I",SF Bay Area/Silicon Valley,
Frontline Ventures,863daa91a3ecb96fed179502587ff7a3.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/bskefLWVetJkoZSvldPJWA/GpiUWlvDXpqHrbmkC_2v123toA16-r46IV56-jwipfARo4Eum89WkelSXNC1EnzvawJBCXdiTQxdSzo8fBLyDZhCEIlmtGS_uHwYCblnQN3YgJURX-ME62WevoMcVr7N/Uh3LYWkdAxdPq56pDAozo--SRMgiF0YFhsVvxdvhQxs),http://www.frontline.vc/,Frontline Ventures I,"Dublin,London",
Fuel Capital,ea14b9ed38535f48cf1ce0a63d97c9b5.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/h-vsd6jenJP3PPhD2SdFxw/PjaBZO3ntAJeNLgraO9Rct-RRCihi3kpgJqC9kkEdDb0Zp50rJg-SBY7YonZRYj3FJgknBBqW_qpZkVvggGZEErg_XblYJAiMm015xx7X4CmcTgOQ_WxsKAtSAbM5W_l/YTITdF3TqiRjsGABFgbQRNjMsdhnaZ20D9fRP4tyxQc),http://fuelcapital.com/,Fuel Capital I,SF Bay Area/Silicon Valley,
Golden Venture Partners,37932c068e6b1cfae6922ef0a12b9e3d.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/B5r1KSpWgFLnY6w3aVP66Q/2d755oZZtde98fgGUZhNv3kMlun_6yEhhiciB7w0qDuIUTxAoT8TTfDh3bXrf82VDnUUKIPBndIqERo7AkLi7Ya9zMKsNeiasRkjLa8KvmsTfd35Pc5FdwLs0679YIRy/YFU7ocdrRwn2xreHM4iQx2rayoTDdbf7geQDp1FAT3M),http://goldenvp.com/,"Golden Venture Partners II,Golden Venture Partners I",Toronto,
Greenspring Associates,f9efebcb5299d317c2e91cc0601132dc.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/PpmY7dpz22EBUTvKNFQCKA/hdVSmzW5gWts8CZ1w0cqtCxaCS52l4NrRtVj5HMQfm6yGzQYgCQBjuwrlXJ6MkNlrintoQ3PPxffeOY6H-Tfrfw-q5uvfEgu_G9xDWHoZB-Mp8cM0Dz2D4UyzQqukKeD/lrYTnh35HM63okVnHPAH0nUBfH7ySJc5VpPeyO04qJQ),http://greenspringassociates.com/,Greenspring Associates II,Baltimore,
Greycroft Partners,qosgi9hdybyph3ulalyr.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/1fCsUAsFmHjcCmMjEtDZxw/JC5j0G47dgZZH63ke_Zk_dDrCBzwyopGc38Lb97T7eFasvqpTzvTFZZUJr-ct3yYgRUzizItgMfDDeAzRLR1OSICKnv5NvghxgO1vAePN-OOGRqqsUni9i0LyrExlsNk/lQuNDSnnlaFqIn1yk0vKvRp-ZPPxFSIiiNS6VkaR8kY),http://greycroft.com/,"Greycroft Partners IV,Greycroft Partners I,Greycroft Partners III","""New York, NY"",Los Angeles",
Grove Ventures,vzdbvwxboafxmnlixtza.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/oJvkf4kSSX2u8ky039x-Mw/8g4Cs2-_BYHj5_SHDO8i-nILLZlqkB2hDFvOUqv0Ft1W9QZ8RCu6OJviVgCSwATKI6fHvzgd0W3Dfw8JWCRFCZswdN2e4-yvfeMwMc8kfhpk1lagcNh7l6IhMWqL09V1/t1dt_lKsyWwuQRE2sqUzjOBf_WD5eHNMLqnoYb2wFX4),https://www.grovevc.com/,Grove Ventures I,Tel Aviv Metro Area,
Haystack,jq2bb8trcj82b2qqetzk.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/QzczxewrNpqeAf1P8371MA/ayFSYX2CpwenHfkHYTn1G4UKI5KjAt-6RMnxGOzZ1pkamFtFW67PVciDemGBQsQf8pyAtDxsdUdmz0hhfvkaxO7930HwpEgR_UyOXDFGi_kKA12KxrjoznMGOjWeNT1d/ndiPq_m6HbCZvTHTyMBpD6F_DKh6-ZJTb8tGSQD7KDk),http://blog.semilshah.com/haystack/,Haystack I,SF Bay Area/Silicon Valley,
Homebrew Ventures,011a4fd00c81d5d3b558cbcd54ea9175.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/yWmEJ9HPdP9YG0I0_s8UsA/H9fVD3LCSU-wampm94bQar2cBhkKzPFk1TSo68BlFUOB4VJanX5DXENBgQftKGssJrDKa7tHHu5dMZQkW8E_IUk2Jsx_DWmflhwfeyEt6WRA9CRXNolb3N-hH6VkFOWv/i7_46XrJrG2M28kf15EpNUTEDXOT_bZTRiRCDSLIKNc),http://homebrew.co/,"Homebrew Ventures II,Homebrew Ventures Opp Fund,Homebrew Ventures I",SF Bay Area/Silicon Valley,
Hoxton Ventures,9f082498f7363983d2a06fc02019edf5.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/SHgl1G8SiiIo466kMLguQg/f92FG6aRjZPnV2V1_huJlg5OlPJgbaA7y4Qc2eNL1l0AZkMjaHwJHn8OG9UUpS0IDD3FbhANio6NHLCgfYJc0SOiTH4-vrl4vh5-xcK6O1pqgYo1F_zE3gFhlI1tla1O/v6IflKFHZzFzzbSovkSvT7DrmSt62XnBFd6y9TurvU0),http://www.hoxtonventures.com/,Hoxton Ventures I,London,
HWVP,kivsl3itsep8hkdj1ova.jpg (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/dd_i1xFYbpVG5Z71JfFtUA/UE62jYKEwSsDAqldd6RCLhGc-ru2C3wZEbKU9QswFlX4swkHLGTu_xffkA5-dTsVpmfltjJemYVrKLYfkKy3p58iYK2_9N2NHKvLSkoSxEBfmlotsgIR8lISTkYhZ3uN/bkhs9Q3WHzF4dPx6PcpjyYtMQ_X82LZeNpvuOzVaZwM),http://www.hwvp.com/,HWVP VII,SF Bay Area/Silicon Valley,
I2A,e8c8d7ba59d1c4120872540cd7e24578.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/kap5CW5ZixfBR_00jlkFjw/OdZWzFLo_XUB72dtnOpie2ly4VD2qCFp1Hk8J6bocmLx-qXUVaTXrBtnhw-T2Ij9qYn0tgRYTF1RmimCiDDaaBItpyYNd78mTv3zomwXOOczKkCdf6qNhgz03JGgDmy7/BiRB61skEPWHGMuPKYMq-UyzWIjlC-FUaDNSp1-Eotg),http://www.i2afund.com/,I2A I,Chicago,
IA Ventures,64e77b7718260da88a1d266ac489c067.png (https://v5.airtableusercontent.com/v3/u/41/41/1748289600000/y0oNFTGsi2zp8jZEp5MUzA/Rfr_rgBQ15v_oOvwaArT4xMAhHlUUAB5a7UzM5T_fQYlNUDIH3QRQjJUK1KczMSx9o5DiKV820t4cgT8sBsux_Sm-33xgrylb_ukyGbc34EbePv9moTgPxZHIRBIu6Tt/dvDJnMLl4jYepvKuJvzNmjcG8s1DThCr0Svcm6RoPUw),http://www.iaventures.com/,IA Ventures III,"""New York, NY""",
